"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年06月21日"

"NA","欠測値"

"","","","","/項目 コード","A1101","","A1301","","A1302","","A1303","","E1101","","E2101","","E3101","","E4101","","I5101","","#A05101","","#A05302","","#A05303","","#F01201","","#F01202","","#F01203",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_15歳未満人口【人】","注釈","A1302_15～64歳人口【人】","注釈","A1303_65歳以上人口【人】","注釈","E1101_幼稚園数【園】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","E4101_高等学校数【校】","注釈","I5101_病院数【施設】","注釈","#A05101_人口増減率【％】","注釈","#A05302_転入率（日本人移動者）【％】","注釈","#A05303_転出率（日本人移動者）【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#F01202_第2次産業就業者比率【％】","注釈","#F01203_第3次産業就業者比率【％】","注釈"
"2015100000","2015年度","01520","北海道 幌延町","","2,447","","320","","1,478","","649","","0","","2","","2","","0","","0","","-8.59","","5.48","","7.52","","18.76","","16.25","","61.68",""
"2015100000","2015年度","01543","北海道 美幌町","","20,296","","2,376","","11,374","","6,533","","2","","3","","2","","1","","2","","-5.93","","3.66","","4.48","","15.39","","19.29","","63.21",""
"2015100000","2015年度","01544","北海道 津別町","","5,008","","432","","2,483","","2,093","","0","","1","","1","","1","","1","","-11.30","","2.94","","4.31","","25.63","","22.58","","51.44",""
"2015100000","2015年度","01545","北海道 斜里町","","12,231","","1,426","","7,139","","3,666","","1","","6","","2","","1","","1","","-6.24","","3.25","","4.14","","22.21","","18.85","","58.93",""
"2015100000","2015年度","01546","北海道 清里町","","4,221","","528","","2,179","","1,514","","1","","3","","1","","1","","0","","-7.25","","2.63","","3.53","","35.09","","14.87","","48.63",""
"2015100000","2015年度","01547","北海道 小清水町","","5,085","","599","","2,710","","1,773","","1","","1","","1","","1","","1","","-5.10","","2.79","","3.80","","41.15","","11.20","","46.99",""
"2015100000","2015年度","01549","北海道 訓子府町","","5,100","","616","","2,654","","1,830","","1","","2","","1","","1","","0","","-6.16","","2.78","","3.14","","39.20","","13.58","","47.00",""
"2015100000","2015年度","01550","北海道 置戸町","","3,092","","287","","1,496","","1,305","","0","","1","","1","","1","","1","","-9.80","","3.72","","4.56","","32.28","","8.94","","58.78",""
"2015100000","2015年度","01552","北海道 佐呂間町","","5,362","","601","","2,755","","2,006","","0","","3","","1","","1","","0","","-9.00","","2.14","","3.77","","30.21","","23.46","","45.25",""
"2015100000","2015年度","01555","北海道 遠軽町","","20,873","","2,413","","11,111","","7,334","","2","","9","","7","","1","","4","","-6.25","","4.01","","4.74","","8.04","","18.81","","72.34",""
"2015100000","2015年度","01559","北海道 湧別町","","9,231","","965","","4,961","","3,305","","1","","6","","3","","1","","1","","-8.07","","2.49","","3.29","","33.42","","20.88","","45.42",""
"2015100000","2015年度","01560","北海道 滝上町","","2,721","","239","","1,362","","1,120","","0","","2","","1","","1","","1","","-10.14","","3.86","","4.52","","21.45","","15.95","","62.53",""
"2015100000","2015年度","01561","北海道 興部町","","3,909","","464","","2,218","","1,227","","1","","2","","2","","1","","1","","-9.11","","4.12","","5.78","","27.01","","25.05","","47.32",""
"2015100000","2015年度","01562","北海道 西興部村","","1,116","","119","","630","","367","","0","","2","","1","","0","","0","","-1.67","","8.15","","6.36","","19.96","","17.97","","61.89",""
"2015100000","2015年度","01563","北海道 雄武町","","4,525","","499","","2,588","","1,438","","0","","5","","1","","1","","1","","-8.38","","2.74","","3.85","","25.99","","30.98","","42.83",""
"2015100000","2015年度","01564","北海道 大空町","","7,360","","926","","3,969","","2,464","","2","","2","","2","","2","","1","","-7.22","","3.17","","4.36","","39.85","","11.17","","47.93",""
"2015100000","2015年度","01571","北海道 豊浦町","","4,291","","442","","2,315","","1,534","","0","","4","","2","","0","","1","","-5.23","","5.06","","5.24","","25.73","","11.75","","62.09",""
"2015100000","2015年度","01575","北海道 壮瞥町","","2,922","","282","","1,402","","1,238","","0","","2","","2","","1","","2","","-9.59","","4.96","","5.03","","26.55","","7.84","","64.82",""
"2015100000","2015年度","01578","北海道 白老町","","17,740","","1,475","","8,978","","7,204","","1","","6","","2","","2","","1","","-8.44","","3.48","","4.50","","10.25","","27.33","","61.22",""
"2015100000","2015年度","01581","北海道 厚真町","","4,838","","532","","2,592","","1,714","","0","","2","","2","","1","","0","","-1.06","","4.82","","4.57","","33.91","","17.55","","47.29",""
"2015100000","2015年度","01584","北海道 洞爺湖町","","9,299","","823","","4,697","","3,738","","1","","3","","3","","2","","2","","-8.22","","3.85","","4.38","","13.72","","13.56","","70.83",""
"2015100000","2015年度","01585","北海道 安平町","","8,148","","887","","4,429","","2,814","","1","","4","","2","","1","","1","","-6.62","","4.95","","5.51","","24.94","","16.58","","57.74",""
"2015100000","2015年度","01586","北海道 むかわ町","","8,596","","845","","4,609","","3,141","","0","","5","","2","","2","","1","","-11.80","","3.47","","5.25","","32.93","","17.41","","49.10",""
"2015100000","2015年度","01601","北海道 日高町","","12,378","","1,456","","6,961","","3,961","","2","","5","","4","","2","","2","","-9.09","","4.40","","5.88","","29.74","","13.20","","56.88",""
"2015100000","2015年度","01602","北海道 平取町","","5,315","","662","","2,949","","1,704","","0","","5","","2","","1","","1","","-5.02","","3.37","","4.87","","35.93","","14.85","","48.56",""
"2015100000","2015年度","01604","北海道 新冠町","","5,592","","733","","3,115","","1,708","","0","","2","","1","","0","","0","","-3.17","","4.97","","4.58","","36.47","","14.55","","48.60",""
"2015100000","2015年度","01607","北海道 浦河町","","13,075","","1,509","","7,670","","3,895","","1","","4","","3","","1","","1","","-9.13","","4.99","","6.44","","24.63","","12.23","","63.10",""
"2015100000","2015年度","01608","北海道 様似町","","4,518","","449","","2,432","","1,635","","0","","1","","1","","0","","0","","-11.65","","2.52","","2.86","","26.19","","20.69","","51.96",""
"2015100000","2015年度","01609","北海道 えりも町","","4,906","","687","","2,852","","1,367","","1","","5","","1","","1","","0","","-9.37","","3.89","","4.99","","50.05","","10.25","","39.13",""
"2015100000","2015年度","01610","北海道 新ひだか町","","23,231","","2,798","","12,991","","7,427","","1","","6","","3","","2","","4","","-8.61","","3.41","","5.17","","20.92","","13.86","","64.29",""
"2015100000","2015年度","01631","北海道 音更町","","44,807","","6,645","","26,252","","11,866","","2","","13","","5","","1","","4","","-0.62","","3.87","","3.74","","12.59","","17.56","","66.83",""
"2015100000","2015年度","01632","北海道 士幌町","","6,132","","844","","3,494","","1,794","","0","","8","","1","","1","","1","","-4.43","","3.46","","3.91","","42.80","","12.27","","44.69",""
"2015100000","2015年度","01633","北海道 上士幌町","","4,765","","543","","2,543","","1,676","","0","","4","","1","","1","","0","","-6.20","","4.74","","4.66","","33.37","","12.95","","52.78",""
"2015100000","2015年度","01634","北海道 鹿追町","","5,542","","808","","3,167","","1,567","","0","","5","","2","","1","","1","","-2.81","","5.09","","5.18","","35.81","","6.11","","57.62",""
"2015100000","2015年度","01635","北海道 新得町","","6,288","","661","","3,441","","2,183","","1","","3","","3","","1","","0","","-5.49","","4.66","","5.69","","20.47","","14.80","","64.37",""
"2015100000","2015年度","01636","北海道 清水町","","9,599","","1,095","","5,167","","3,330","","1","","2","","2","","1","","2","","-3.63","","3.89","","4.04","","27.76","","18.29","","52.63",""
"2015100000","2015年度","01637","北海道 芽室町","","18,484","","2,815","","10,600","","5,042","","2","","4","","3","","2","","1","","-2.23","","3.20","","4.03","","22.67","","16.52","","55.24",""
"2015100000","2015年度","01638","北海道 中札内村","","3,966","","519","","2,359","","1,087","","0","","2","","1","","0","","0","","-1.00","","4.06","","6.20","","30.87","","16.41","","52.54",""
"2015100000","2015年度","01639","北海道 更別村","","3,185","","431","","1,831","","923","","2","","2","","1","","1","","0","","-6.07","","3.36","","5.09","","46.72","","9.60","","43.57",""
"2015100000","2015年度","01641","北海道 大樹町","","5,738","","702","","3,092","","1,943","","0","","1","","1","","1","","1","","-4.00","","3.99","","4.78","","31.55","","17.13","","50.35",""
"2015100000","2015年度","01642","北海道 広尾町","","7,030","","757","","3,822","","2,451","","1","","2","","2","","1","","1","","-10.80","","3.23","","4.62","","22.67","","21.13","","54.52",""
"2015100000","2015年度","01643","北海道 幕別町","","26,760","","3,542","","15,173","","8,025","","2","","9","","5","","2","","1","","0.80","","3.58","","3.95","","15.97","","16.84","","65.90",""
"2015100000","2015年度","01644","北海道 池田町","","6,882","","622","","3,437","","2,751","","1","","3","","1","","1","","1","","-8.57","","3.46","","3.97","","24.86","","17.32","","57.02",""
"2015100000","2015年度","01645","北海道 豊頃町","","3,182","","317","","1,659","","1,206","","0","","2","","1","","0","","0","","-6.25","","3.71","","4.49","","44.34","","11.04","","44.22",""
"2015100000","2015年度","01646","北海道 本別町","","7,358","","734","","3,821","","2,802","","1","","3","","2","","1","","1","","-11.08","","3.76","","5.16","","26.58","","17.63","","54.53",""
"2015100000","2015年度","01647","北海道 足寄町","","6,990","","807","","3,533","","2,648","","0","","4","","1","","1","","1","","-8.39","","3.81","","5.36","","25.46","","14.90","","58.05",""
"2015100000","2015年度","01648","北海道 陸別町","","2,482","","247","","1,311","","923","","0","","1","","1","","0","","0","","-6.34","","3.83","","5.00","","30.14","","13.96","","55.02",""
"2015100000","2015年度","01649","北海道 浦幌町","","4,919","","524","","2,532","","1,861","","2","","3","","2","","0","","0","","-9.91","","3.44","","4.94","","34.37","","14.74","","46.98",""
"2015100000","2015年度","01661","北海道 釧路町","","19,833","","2,438","","12,442","","4,953","","3","","5","","4","","1","","0","","-3.38","","5.85","","6.56","","7.55","","19.75","","70.73",""
"2015100000","2015年度","01662","北海道 厚岸町","","9,778","","1,102","","5,564","","3,105","","2","","5","","4","","1","","1","","-8.02","","2.71","","4.15","","30.46","","21.93","","47.24",""
"2015100000","2015年度","01663","北海道 浜中町","","6,061","","804","","3,516","","1,741","","0","","5","","4","","1","","0","","-6.91","","2.89","","3.89","","50.39","","16.37","","33.19",""
"2015100000","2015年度","01664","北海道 標茶町","","7,742","","991","","4,313","","2,436","","1","","7","","5","","1","","1","","-6.55","","3.60","","4.20","","31.93","","12.50","","55.10",""
"2015100000","2015年度","01665","北海道 弟子屈町","","7,758","","807","","4,113","","2,838","","1","","5","","2","","1","","2","","-6.28","","4.46","","4.65","","15.01","","14.70","","69.93",""
"2015100000","2015年度","01667","北海道 鶴居村","","2,534","","325","","1,381","","809","","0","","3","","2","","0","","1","","-3.54","","3.51","","4.34","","34.23","","9.35","","56.10",""
"2015100000","2015年度","01668","北海道 白糠町","","8,068","","757","","4,329","","2,981","","2","","3","","3","","1","","0","","-13.19","","2.39","","4.46","","13.84","","31.20","","54.62",""
"2015100000","2015年度","01691","北海道 別海町","","15,273","","2,338","","9,177","","3,746","","5","","9","","9","","1","","1","","-3.67","","3.84","","4.86","","39.46","","13.11","","46.13",""
"2015100000","2015年度","01692","北海道 中標津町","","23,774","","3,563","","14,625","","5,491","","5","","6","","3","","2","","2","","-0.87","","4.49","","4.98","","12.31","","19.44","","67.66",""
"2015100000","2015年度","01693","北海道 標津町","","5,242","","676","","3,064","","1,498","","2","","2","","2","","1","","1","","-7.16","","4.25","","4.31","","33.05","","16.21","","50.64",""
"2015100000","2015年度","01694","北海道 羅臼町","","5,415","","648","","3,334","","1,433","","2","","2","","2","","1","","0","","-7.99","","2.29","","5.32","","39.18","","20.12","","40.70",""
"2015100000","2015年度","02201","青森県 青森市","","287,648","","32,528","","168,992","","80,297","","29","","45","","22","","13","","21","","-3.96","","2.63","","3.13","","3.02","","14.55","","78.46",""
"2015100000","2015年度","02202","青森県 弘前市","","177,411","","19,410","","105,062","","51,830","","10","","37","","18","","10","","15","","-3.30","","2.60","","2.90","","14.37","","15.84","","63.28",""
"2015100000","2015年度","02203","青森県 八戸市","","231,257","","28,122","","136,712","","63,614","","21","","45","","26","","15","","21","","-2.68","","2.79","","3.20","","3.36","","22.48","","71.88",""
"2015100000","2015年度","02204","青森県 黒石市","","34,284","","3,864","","20,215","","10,178","","3","","10","","4","","2","","3","","-5.11","","2.25","","2.75","","15.84","","24.00","","57.35",""
"2015100000","2015年度","02205","青森県 五所川原市","","55,181","","6,007","","31,606","","17,433","","5","","11","","6","","7","","6","","-5.55","","2.55","","3.14","","14.13","","19.68","","63.01",""
"2015100000","2015年度","02206","青森県 十和田市","","63,429","","7,325","","37,028","","18,850","","3","","17","","10","","4","","5","","-4.06","","2.64","","3.13","","12.11","","21.93","","61.94",""
"2015100000","2015年度","02207","青森県 三沢市","","40,196","","5,791","","24,779","","9,478","","3","","7","","5","","2","","4","","-2.57","","4.98","","6.06","","6.85","","20.78","","67.39",""
"2015100000","2015年度","02208","青森県 むつ市","","58,493","","7,007","","33,885","","17,326","","8","","13","","9","","4","","3","","-4.21","","3.46","","4.29","","5.22","","21.05","","71.53",""
"2015100000","2015年度","02209","青森県 つがる市","","33,316","","3,474","","18,309","","11,507","","2","","10","","5","","1","","1","","-10.54","","1.99","","2.77","","29.48","","18.08","","49.81",""
"2015100000","2015年度","02210","青森県 平川市","","32,106","","3,634","","18,384","","10,085","","1","","9","","4","","2","","1","","-4.91","","2.06","","2.39","","24.32","","22.23","","52.91",""
"2015100000","2015年度","02301","青森県 平内町","","11,142","","1,072","","6,123","","3,946","","1","","3","","3","","2","","1","","-9.86","","1.97","","2.80","","27.69","","20.44","","51.02",""
"2015100000","2015年度","02303","青森県 今別町","","2,756","","139","","1,225","","1,392","","0","","1","","1","","1","","0","","-14.33","","2.83","","3.37","","13.41","","29.79","","56.34",""
"2015100000","2015年度","02304","青森県 蓬田村","","2,896","","291","","1,500","","1,080","","0","","1","","1","","0","","0","","-11.46","","2.11","","2.80","","28.99","","22.25","","48.62",""
"2015100000","2015年度","02307","青森県 外ヶ浜町","","6,198","","437","","2,927","","2,832","","0","","3","","3","","0","","1","","-12.57","","2.10","","3.13","","23.07","","20.52","","56.03",""
"2015100000","2015年度","02321","青森県 鰺ヶ沢町","","10,126","","851","","5,230","","4,021","","0","","2","","1","","1","","1","","-11.56","","2.09","","2.74","","22.47","","17.96","","59.44",""
"2015100000","2015年度","02323","青森県 深浦町","","8,429","","667","","3,986","","3,776","","0","","3","","3","","1","","0","","-13.02","","1.70","","2.79","","25.07","","20.25","","54.63",""
"2015100000","2015年度","02343","青森県 西目屋村","","1,415","","129","","750","","536","","0","","1","","0","","0","","0","","-11.23","","1.06","","3.18","","27.54","","27.54","","44.29",""
"2015100000","2015年度","02361","青森県 藤崎町","","15,179","","1,808","","8,739","","4,628","","1","","3","","2","","1","","1","","-5.26","","2.42","","2.50","","23.89","","19.43","","55.89",""
"2015100000","2015年度","02362","青森県 大鰐町","","9,676","","786","","5,133","","3,755","","0","","1","","1","","0","","1","","-11.86","","2.06","","2.76","","22.08","","20.03","","57.54",""
"2015100000","2015年度","02367","青森県 田舎館村","","7,783","","890","","4,393","","2,491","","0","","1","","1","","0","","0","","-4.54","","2.58","","2.40","","22.23","","23.36","","54.21",""
"2015100000","2015年度","02381","青森県 板柳町","","13,935","","1,492","","7,700","","4,741","","1","","4","","1","","1","","1","","-8.48","","2.07","","2.66","","37.98","","15.89","","46.00",""
"2015100000","2015年度","02384","青森県 鶴田町","","13,392","","1,508","","7,492","","4,392","","1","","6","","1","","1","","0","","-6.15","","1.99","","2.43","","34.88","","18.48","","46.52",""
"2015100000","2015年度","02387","青森県 中泊町","","11,187","","960","","5,921","","4,283","","1","","4","","2","","1","","0","","-12.21","","1.98","","2.84","","23.65","","27.87","","47.45",""
"2015100000","2015年度","02401","青森県 野辺地町","","13,524","","1,425","","7,513","","4,565","","1","","3","","1","","2","","1","","-5.52","","2.75","","3.11","","7.83","","25.60","","65.77",""
"2015100000","2015年度","02402","青森県 七戸町","","15,709","","1,604","","8,419","","5,684","","1","","4","","3","","1","","1","","-6.27","","2.43","","2.98","","18.75","","22.59","","58.09",""
"2015100000","2015年度","02405","青森県 六戸町","","10,423","","1,311","","5,790","","3,231","","2","","3","","2","","1","","1","","1.78","","3.63","","3.35","","20.55","","24.82","","54.00",""
"2015100000","2015年度","02406","青森県 横浜町","","4,535","","446","","2,440","","1,649","","1","","4","","1","","0","","0","","-7.09","","2.27","","2.69","","32.63","","25.13","","41.03",""
"2015100000","2015年度","02408","青森県 東北町","","17,955","","2,008","","9,844","","6,050","","0","","7","","2","","0","","1","","-6.02","","2.05","","2.60","","25.19","","23.18","","50.72",""
"2015100000","2015年度","02411","青森県 六ヶ所村","","10,536","","1,291","","6,714","","2,427","","1","","4","","4","","1","","0","","-5.04","","3.73","","4.64","","12.91","","38.49","","48.09",""
